Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,Site,Transect,section,sexe,LC
276,3,7,2013,Bcomeau,,,,,26,I2,1,14,i,10,,,,,,,,,,,,,,,,,
277,3,7,2013,Bcomeau,,,,,26,I2,1,14,i,10,,,,,,,,,,,,,,,,,
278,3,7,2013,Bcomeau,,,,,26,I2,1,14,f,25,,,,,,,,,,,,,,,,,
279,3,7,2013,Bcomeau,,,,,26,I2,1,14,i,10,,,,,,,,,,,,,,,,,
280,3,7,2013,Bcomeau,,,,,26,I2,1,14,m,27,,,,,,,,,,,,,,,,,
281,3,7,2013,Bcomeau,,,,,26,I2,1,14,f,67,,,,,,,,,,,,,,,,,
282,3,7,2013,Bcomeau,,,,,26,I2,1,14,m,26,,,,,,,,,,,,,,,,,
283,3,7,2013,Bcomeau,,,,,26,I2,1,14,i,19,,,,,,,,,,,,,,,,,
284,3,7,2013,Bcomeau,,,,,26,I2,1,15,m,26,,,,,,,,,,,,,,,,,
285,3,7,2013,Bcomeau,,,,,26,I2,1,15,b3,67,,,,,,,,,,,,,,,,,
286,3,7,2013,Bcomeau,,,,,26,I2,1,15,i,18,,,,,,,,,,,,,,,,,
287,3,7,2013,Bcomeau,,,,,26,I2,1,15,m,29,,,,,,,,,,,,,,,,,
288,3,7,2013,Bcomeau,,,,,26,I2,1,15,f,22,,,,,,,,,,,,,,,,,
289,3,7,2013,Bcomeau,,,,,26,I2,1,15,i,12,,,,,,,,,,,,,,,,,
290,3,7,2013,Bcomeau,,,,,26,I2,1,15,i,15,,,,,,,,,,,,,,,,,
291,3,7,2013,Bcomeau,,,,,26,I2,1,15,m,25,,,,,,,,,,,,,,,,,
292,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,18,,,,,,,,,,,,,,,,,
293,3,7,2013,Bcomeau,,,,,26,I2,1,16,f,35,,,,,,,,,,,,,,,,,
294,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,14,,,,,,,,,,,,,,,,,
295,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,15,,,,,,,,,,,,,,,,,
296,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,15,,,,,,,,,,,,,,,,,
297,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,16,,,,,,,,,,,,,,,,,
298,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,19,,,,,,,,,,,,,,,,,
299,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,13,,,,,,,,,,,,,,,,,
300,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,12,,,,,,,,,,,,,,,,,
301,3,7,2013,Bcomeau,,,,,26,I2,1,16,i,19,,,,,,,,,,,,,,,,,
302,3,7,2013,Bcomeau,,,,,26,I2,1,16,f,21,,,,,,,,,,,,,,,,,
303,3,7,2013,Bcomeau,,,,,26,I2,1,17,f,21,,,,,,,,,,,,,,,,,
304,3,7,2013,Bcomeau,,,,,26,I2,1,17,m,68,,,,,,,,,,,,,,,,,
305,3,7,2013,Bcomeau,,,,,26,I2,1,17,i,19,,,,,,,,,,,,,,,,,
306,3,7,2013,Bcomeau,,,,,26,I2,1,17,f,21,,,,,,,,,,,,,,,,,
307,3,7,2013,Bcomeau,,,,,26,I2,1,18,i,15,,,,,,,,,,,,,,,,,
308,3,7,2013,Bcomeau,,,,,26,I2,1,18,i,15,,,,,,,,,,,,,,,,,
309,3,7,2013,Bcomeau,,,,,26,I2,1,18,m,21,,,,,,,,,,,,,,,,,
310,3,7,2013,Bcomeau,,,,,26,I2,1,18,m,21,,,,,,,,,,,,,,,,,
311,3,7,2013,Bcomeau,,,,,26,I2,1,18,i,18,,,,,,,,,,,,,,,,,
312,3,7,2013,Bcomeau,,,,,26,I2,1,18,i,10,,,,,,,,,,,,,,,,,
313,3,7,2013,Bcomeau,,,,,26,I2,1,18,m,22,,,,,,,,,,,,,,,,,
314,3,7,2013,Bcomeau,,,,,26,I2,1,18,i,19,,,,,,,,,,,,,,,,,
315,3,7,2013,Bcomeau,,,,,26,I2,1,18,i,14,,,,,,,,,,,,,,,,,
316,3,7,2013,Bcomeau,,,,,26,I2,1,19,f,78,,,,,,,,,,,,,,,,,
317,3,7,2013,Bcomeau,,,,,26,I2,1,19,m,70,,,,,,,,,,,,,,,,,
318,3,7,2013,Bcomeau,,,,,26,I2,1,19,m,85,,,,,,,,,,,,,,,,,
319,3,7,2013,Bcomeau,,,,,26,I2,1,19,f,22,,,,,,,,,,,,,,,,,
320,3,7,2013,Bcomeau,,,,,26,I2,1,19,m,22,,,,,,,,,,,,,,,,,
321,3,7,2013,Bcomeau,,,,,26,I2,1,19,f,50,,,,,,,,,,,,,,,,,
322,3,7,2013,Bcomeau,,,,,26,I2,1,19,i,15,,,,,,,,,,,,,,,,,
323,3,7,2013,Bcomeau,,,,,26,I2,1,19,m,22,,,,,,,,,,,,,,,,,
324,3,7,2013,Bcomeau,,,,,26,I2,1,19,i,12,,,,,,,,,,,,,,,,,
325,3,7,2013,Bcomeau,,,,,26,I2,1,19,i,17,,,,,,,,,,,,,,,,,
326,3,7,2013,Bcomeau,,,,,26,I2,1,19,m,22,,,,,,,,,,,,,,,,,
327,3,7,2013,Bcomeau,,,,,26,I2,1,19,f,56,,,,,,,,,,,,,,,,,
328,3,7,2013,Bcomeau,,,,,26,I2,1,20,m,21,,,,,,,,,,,,,,,,,
329,3,7,2013,Bcomeau,,,,,26,I2,1,20,m,30,,,,,,,,,,,,,,,,,
330,3,7,2013,Bcomeau,,,,,26,I2,1,20,i,16,,,,,,,,,,,,,,,,,
331,3,7,2013,Bcomeau,,,,,26,I2,1,20,m,28,,,,,,,,,,,,,,,,,
332,4,7,2013,Mcomeau,,,,,21,I2,2,1,i,18,,,,,,,,,,,,,,,,,
333,4,7,2013,Mcomeau,,,,,21,I2,2,1,m,22,,,,,,,,,,,,,,,,,
334,4,7,2013,Mcomeau,,,,,21,I2,2,1,i,12,,,,,,,,,,,,,,,,,
335,4,7,2013,Mcomeau,,,,,21,I2,2,1,f,30,,,,,,,,,,,,,,,,,
336,4,7,2013,Mcomeau,,,,,21,I2,2,1,i,12,,,,,,,,,,,,,,,,,
337,4,7,2013,Mcomeau,,,,,21,I2,2,1,m,22,,,,,,,,,,,,,,,,,
338,4,7,2013,Mcomeau,,,,,21,I2,2,1,i,18,,,,,,,,,,,,,,,,,
339,4,7,2013,Mcomeau,,,,,21,I2,2,1,i,15,,,,,,,,,,,,,,,,,
340,4,7,2013,Mcomeau,,,,,21,I2,2,1,m,25,,,,,,,,,,,,,,,,,
341,4,7,2013,Mcomeau,,,,,21,I2,2,1,f,20,,,,,,,,,,,,,,,,,
342,4,7,2013,Mcomeau,,,,,21,I2,2,1,m,32,,,,,,,,,,,,,,,,,
343,4,7,2013,Mcomeau,,,,,21,I2,2,1,i,14,,,,,,,,,,,,,,,,,
344,4,7,2013,Mcomeau,,,,,21,I2,2,1,i,11,,,,,,,,,,,,,,,,,
345,4,7,2013,Mcomeau,,,,,21,I2,2,1,f,26,,,,,,,,,,,,,,,,,
346,4,7,2013,Mcomeau,,,,,21,I2,2,1,f,25,,,,,,,,,,,,,,,,,
347,4,7,2013,Mcomeau,,,,,21,I2,2,2,m,20,,,,,,,,,,,,,,,,,
348,4,7,2013,Mcomeau,,,,,21,I2,2,2,f,20,,,,,,,,,,,,,,,,,
349,4,7,2013,Mcomeau,,,,,21,I2,2,2,m,49,,,,,,,,,,,,,,,,,
350,4,7,2013,Mcomeau,,,,,21,I2,2,2,i,19,,,,,,,,,,,,,,,,,
351,4,7,2013,Mcomeau,,,,,21,I2,2,2,f,40,,,,,,,,,,,,,,,,,
352,4,7,2013,Mcomeau,,,,,21,I2,2,2,f,25,,,,,,,,,,,,,,,,,
353,4,7,2013,Mcomeau,,,,,21,I2,2,2,f,95,,,,,,,,,,,,,,,,,
354,4,7,2013,Mcomeau,,,,,21,I2,2,2,f,20,,,,,,,,,,,,,,,,,
355,4,7,2013,Mcomeau,,,,,21,I2,2,2,i,11,,,,,,,,,,,,,,,,,
356,4,7,2013,Mcomeau,,,,,21,I2,2,2,f,33,,,,,,,,,,,,,,,,,
357,4,7,2013,Mcomeau,,,,,21,I2,2,2,m,21,,,,,,,,,,,,,,,,,
358,4,7,2013,Mcomeau,,,,,21,I2,2,2,f,30,,,,,,,,,,,,,,,,,
359,4,7,2013,Mcomeau,,,,,21,I2,2,2,f,20,,,,,,,,,,,,,,,,,
360,4,7,2013,Mcomeau,,,,,21,I2,2,2,m,26,,,,,,,,,,,,,,,,,
361,4,7,2013,Mcomeau,,,,,21,I2,2,2,m,43,,,,,,,,,,,,,,,,,
362,4,7,2013,Mcomeau,,,,,21,I2,2,2,i,13,,,,,,,,,,,,,,,,,
363,4,7,2013,Mcomeau,,,,,21,I2,2,3,m,70,,,,,,,,,,,,,,,,,
364,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,13,,,,,,,,,,,,,,,,,
365,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,13,,,,,,,,,,,,,,,,,
366,4,7,2013,Mcomeau,,,,,21,I2,2,3,m,22,,,,,,,,,,,,,,,,,
367,4,7,2013,Mcomeau,,,,,21,I2,2,3,f,27,,,,,,,,,,,,,,,,,
368,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,18,,,,,,,,,,,,,,,,,
369,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,17,,,,,,,,,,,,,,,,,
370,4,7,2013,Mcomeau,,,,,21,I2,2,3,m,22,,,,,,,,,,,,,,,,,
371,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,13,,,,,,,,,,,,,,,,,
372,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,9,,,,,,,,,,,,,,,,,
373,4,7,2013,Mcomeau,,,,,21,I2,2,3,m,20,,,,,,,,,,,,,,,,,
374,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,14,,,,,,,,,,,,,,,,,
375,4,7,2013,Mcomeau,,,,,21,I2,2,3,f,62,,,,,,,,,,,,,,,,,
376,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,11,,,,,,,,,,,,,,,,,
377,4,7,2013,Mcomeau,,,,,21,I2,2,3,m,72,,,,,,,,,,,,,,,,,
378,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,11,,,,,,,,,,,,,,,,,
379,4,7,2013,Mcomeau,,,,,21,I2,2,3,m,25,,,,,,,,,,,,,,,,,
380,4,7,2013,Mcomeau,,,,,21,I2,2,3,f,28,,,,,,,,,,,,,,,,,
381,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,13,,,,,,,,,,,,,,,,,
382,4,7,2013,Mcomeau,,,,,21,I2,2,3,i,13,,,,,,,,,,,,,,,,,
383,4,7,2013,Mcomeau,,,,,21,I2,2,4,f,22,,,,,,,,,,,,,,,,,
384,4,7,2013,Mcomeau,,,,,21,I2,2,4,i,13,,,,,,,,,,,,,,,,,
385,4,7,2013,Mcomeau,,,,,21,I2,2,4,i,11,,,,,,,,,,,,,,,,,
386,4,7,2013,Mcomeau,,,,,21,I2,2,4,m,58,,,,,,,,,,,,,,,,,
387,4,7,2013,Mcomeau,,,,,21,I2,2,4,i,15,,,,,,,,,,,,,,,,,
388,4,7,2013,Mcomeau,,,,,21,I2,2,4,i,11,,,,,,,,,,,,,,,,,
389,4,7,2013,Mcomeau,,,,,21,I2,2,4,i,16,,,,,,,,,,,,,,,,,
390,4,7,2013,Mcomeau,,,,,21,I2,2,4,m,23,,,,,,,,,,,,,,,,,
391,4,7,2013,Mcomeau,,,,,21,I2,2,4,i,13,,,,,,,,,,,,,,,,,
392,4,7,2013,Mcomeau,,,,,21,I2,2,4,m,29,,,,,,,,,,,,,,,,,
393,4,7,2013,Mcomeau,,,,,21,I2,2,4,m,29,,,,,,,,,,,,,,,,,
394,4,7,2013,Mcomeau,,,,,21,I2,2,4,f,74,,,,,,,,,,,,,,,,,
395,4,7,2013,Mcomeau,,,,,21,I2,2,4,m,25,,,,,,,,,,,,,,,,,
396,4,7,2013,Mcomeau,,,,,21,I2,2,4,i,11,,,,,,,,,,,,,,,,,
397,4,7,2013,Mcomeau,,,,,21,I2,2,4,m,22,,,,,,,,,,,,,,,,,
398,4,7,2013,Mcomeau,,,,,21,I2,2,4,i,17,,,,,,,,,,,,,,,,,
399,4,7,2013,Mcomeau,,,,,21,I2,2,4,m,66,,,,,,,,,,,,,,,,,
400,4,7,2013,Mcomeau,,,,,21,I2,2,4,m,26,,,,,,,,,,,,,,,,,
401,4,7,2013,Mcomeau,,,,,21,I2,2,5,i,13,,,,,,,,,,,,,,,,,
402,4,7,2013,Mcomeau,,,,,21,I2,2,5,i,13,,,,,,,,,,,,,,,,,
403,4,7,2013,Mcomeau,,,,,21,I2,2,5,i,13,,,,,,,,,,,,,,,,,
404,4,7,2013,Mcomeau,,,,,21,I2,2,5,i,11,,,,,,,,,,,,,,,,,
405,4,7,2013,Mcomeau,,,,,21,I2,2,5,i,19,,,,,,,,,,,,,,,,,
406,4,7,2013,Mcomeau,,,,,21,I2,2,5,m,104,,,,,,,,,,,,,,,,,
407,4,7,2013,Mcomeau,,,,,21,I2,2,5,m,72,,,,,,,,,,,,,,,,,
408,4,7,2013,Mcomeau,,,,,21,I2,2,5,f,23,,,,,,,,,,,,,,,,,
409,4,7,2013,Mcomeau,,,,,21,I2,2,5,f,64,,,,,,,,,,,,,,,,,
410,4,7,2013,Mcomeau,,,,,21,I2,2,5,i,13,,,,,,,,,,,,,,,,,
411,4,7,2013,Mcomeau,,,,,21,I2,2,5,i,11,,,,,,,,,,,,,,,,,
412,4,7,2013,Mcomeau,,,,,21,I2,2,5,i,14,,,,,,,,,,,,,,,,,
413,4,7,2013,Mcomeau,,,,,21,I2,2,6,i,14,,,,,,,,,,,,,,,,,
414,4,7,2013,Mcomeau,,,,,21,I2,2,6,i,19,,,,,,,,,,,,,,,,,
415,4,7,2013,Mcomeau,,,,,21,I2,2,6,m,23,,,,,,,,,,,,,,,,,
416,4,7,2013,Mcomeau,,,,,21,I2,2,6,f,22,,,,,,,,,,,,,,,,,
417,4,7,2013,Mcomeau,,,,,21,I2,2,6,i,15,,,,,,,,,,,,,,,,,
418,4,7,2013,Mcomeau,,,,,21,I2,2,6,i,13,,,,,,,,,,,,,,,,,
419,4,7,2013,Mcomeau,,,,,21,I2,2,6,f,30,,,,,,,,,,,,,,,,,
420,4,7,2013,Mcomeau,,,,,21,I2,2,6,f,23,,,,,,,,,,,,,,,,,
421,4,7,2013,Mcomeau,,,,,21,I2,2,6,f,21,,,,,,,,,,,,,,,,,
422,4,7,2013,Mcomeau,,,,,21,I2,2,6,f,28,,,,,,,,,,,,,,,,,
423,4,7,2013,Mcomeau,,,,,21,I2,2,6,f,39,,,,,,,,,,,,,,,,,
424,4,7,2013,Mcomeau,,,,,21,I2,2,6,f,28,,,,,,,,,,,,,,,,,
425,4,7,2013,Mcomeau,,,,,21,I2,2,6,f,20,,,,,,,,,,,,,,,,,
426,4,7,2013,Mcomeau,,,,,21,I2,2,6,i,17,,,,,,,,,,,,,,,,,
427,4,7,2013,Mcomeau,,,,,21,I2,2,7,i,11,,,,,,,,,,,,,,,,,
428,4,7,2013,Mcomeau,,,,,21,I2,2,7,i,13,,,,,,,,,,,,,,,,,
429,4,7,2013,Mcomeau,,,,,21,I2,2,7,m,27,,,,,,,,,,,,,,,,,
430,4,7,2013,Mcomeau,,,,,21,I2,2,7,f,27,,,,,,,,,,,,,,,,,
431,4,7,2013,Mcomeau,,,,,21,I2,2,7,m,28,,,,,,,,,,,,,,,,,
432,4,7,2013,Mcomeau,,,,,21,I2,2,8,f,23,,,,,,,,,,,,,,,,,
433,4,7,2013,Mcomeau,,,,,21,I2,2,9,i,12,,,,,,,,,,,,,,,,,
434,4,7,2013,Mcomeau,,,,,21,I2,2,9,m,21,,,,,,,,,,,,,,,,,
435,4,7,2013,Mcomeau,,,,,21,I2,2,9,i,18,,,,,,,,,,,,,,,,,
436,4,7,2013,Mcomeau,,,,,21,I2,2,9,m,31,,,,,,,,,,,,,,,,,
437,4,7,2013,Mcomeau,,,,,21,I2,2,9,f,30,,,,,,,,,,,,,,,,,
438,4,7,2013,Mcomeau,,,,,21,I2,2,9,f,26,,,,,,,,,,,,,,,,,
439,4,7,2013,Mcomeau,,,,,21,I2,2,9,f,23,,,,,,,,,,,,,,,,,
440,4,7,2013,Mcomeau,,,,,21,I2,2,9,f,23,,,,,,,,,,,,,,,,,
441,4,7,2013,Mcomeau,,,,,21,I2,2,9,m,23,,,,,,,,,,,,,,,,,
442,4,7,2013,Mcomeau,,,,,21,I2,2,9,f,27,,,,,,,,,,,,,,,,,
443,4,7,2013,Mcomeau,,,,,21,I2,2,9,i,15,,,,,,,,,,,,,,,,,
444,4,7,2013,Mcomeau,,,,,21,I2,2,9,f,23,,,,,,,,,,,,,,,,,
445,4,7,2013,Mcomeau,,,,,21,I2,2,9,i,13,,,,,,,,,,,,,,,,,
446,4,7,2013,Mcomeau,,,,,21,I2,2,10,f,42,,,,,,,,,,,,,,,,,
447,4,7,2013,Mcomeau,,,,,21,I2,2,10,i,16,,,,,,,,,,,,,,,,,
448,4,7,2013,Mcomeau,,,,,21,I2,2,10,f,24,,,,,,,,,,,,,,,,,
449,4,7,2013,Mcomeau,,,,,21,I2,2,10,i,12,,,,,,,,,,,,,,,,,
450,4,7,2013,Mcomeau,,,,,21,I2,2,10,i,13,,,,,,,,,,,,,,,,,
451,4,7,2013,Mcomeau,,,,,21,I2,2,10,i,15,,,,,,,,,,,,,,,,,
452,4,7,2013,Mcomeau,,,,,21,I2,2,10,m,25,,,,,,,,,,,,,,,,,
453,4,7,2013,Mcomeau,,,,,21,I2,2,10,i,13,,,,,,,,,,,,,,,,,
454,4,7,2013,Mcomeau,,,,,21,I2,2,10,i,12,,,,,,,,,,,,,,,,,
455,4,7,2013,Mcomeau,,,,,21,I2,2,10,f,30,,,,,,,,,,,,,,,,,
456,4,7,2013,Mcomeau,,,,,21,I2,2,10,i,12,,,,,,,,,,,,,,,,,
457,4,7,2013,Mcomeau,,,,,21,I2,2,10,i,13,,,,,,,,,,,,,,,,,
458,4,7,2013,Mcomeau,,,,,21,I2,2,11,i,12,,,,,,,,,,,,,,,,,
459,4,7,2013,Mcomeau,,,,,21,I2,2,11,m,21,,,,,,,,,,,,,,,,,
460,4,7,2013,Mcomeau,,,,,21,I2,2,11,i,17,,,,,,,,,,,,,,,,,
461,4,7,2013,Mcomeau,,,,,21,I2,2,11,i,12,,,,,,,,,,,,,,,,,
462,4,7,2013,Mcomeau,,,,,21,I2,2,11,f,24,,,,,,,,,,,,,,,,,
463,4,7,2013,Mcomeau,,,,,21,I2,2,11,i,12,,,,,,,,,,,,,,,,,
464,4,7,2013,Mcomeau,,,,,21,I2,2,11,f,37,,,,,,,,,,,,,,,,,
465,4,7,2013,Mcomeau,,,,,21,I2,2,11,f,24,,,,,,,,,,,,,,,,,
466,4,7,2013,Mcomeau,,,,,21,I2,2,11,i,15,,,,,,,,,,,,,,,,,
467,4,7,2013,Mcomeau,,,,,21,I2,2,11,i,12,,,,,,,,,,,,,,,,,
468,4,7,2013,Mcomeau,,,,,21,I2,2,11,i,12,,,,,,,,,,,,,,,,,
469,4,7,2013,Mcomeau,,,,,21,I2,2,11,i,15,,,,,,,,,,,,,,,,,
470,4,7,2013,Mcomeau,,,,,21,I2,2,12,f,70,,,,,,,,,,,,,,,,,
471,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,12,,,,,,,,,,,,,,,,,
472,4,7,2013,Mcomeau,,,,,21,I2,2,12,m,37,,,,,,,,,,,,,,,,,
473,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,11,,,,,,,,,,,,,,,,,
474,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,11,,,,,,,,,,,,,,,,,
475,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,13,,,,,,,,,,,,,,,,,
476,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,11,,,,,,,,,,,,,,,,,
477,4,7,2013,Mcomeau,,,,,21,I2,2,12,f,24,,,,,,,,,,,,,,,,,
478,4,7,2013,Mcomeau,,,,,21,I2,2,12,m,25,,,,,,,,,,,,,,,,,
479,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,12,,,,,,,,,,,,,,,,,
480,4,7,2013,Mcomeau,,,,,21,I2,2,12,f,24,,,,,,,,,,,,,,,,,
481,4,7,2013,Mcomeau,,,,,21,I2,2,12,m,29,,,,,,,,,,,,,,,,,
482,4,7,2013,Mcomeau,,,,,21,I2,2,12,m,30,,,,,,,,,,,,,,,,,
483,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,13,,,,,,,,,,,,,,,,,
484,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,13,,,,,,,,,,,,,,,,,
485,4,7,2013,Mcomeau,,,,,21,I2,2,12,i,13,,,,,,,,,,,,,,,,,
486,4,7,2013,Mcomeau,,,,,21,I2,2,12,m,34,,,,,,,,,,,,,,,,,
487,4,7,2013,Mcomeau,,,,,21,I2,2,13,m,24,,,,,,,,,,,,,,,,,
488,4,7,2013,Mcomeau,,,,,21,I2,2,13,f,25,,,,,,,,,,,,,,,,,
489,4,7,2013,Mcomeau,,,,,21,I2,2,13,i,19,,,,,,,,,,,,,,,,,
490,4,7,2013,Mcomeau,,,,,21,I2,2,13,m,32,,,,,,,,,,,,,,,,,
491,4,7,2013,Mcomeau,,,,,21,I2,2,13,f,52,,,,,,,,,,,,,,,,,
492,4,7,2013,Mcomeau,,,,,21,I2,2,13,i,17,,,,,,,,,,,,,,,,,
493,4,7,2013,Mcomeau,,,,,21,I2,2,13,f,64,,,,,,,,,,,,,,,,,
494,4,7,2013,Mcomeau,,,,,21,I2,2,13,f,29,,,,,,,,,,,,,,,,,
495,4,7,2013,Mcomeau,,,,,21,I2,2,13,i,18,,,,,,,,,,,,,,,,,
496,4,7,2013,Mcomeau,,,,,21,I2,2,14,m,29,,,,,,,,,,,,,,,,,
497,4,7,2013,Mcomeau,,,,,21,I2,2,14,m,23,,,,,,,,,,,,,,,,,
498,4,7,2013,Mcomeau,,,,,21,I2,2,14,i,17,,,,,,,,,,,,,,,,,
499,4,7,2013,Mcomeau,,,,,21,I2,2,14,f,23,,,,,,,,,,,,,,,,,
500,4,7,2013,Mcomeau,,,,,21,I2,2,15,f,43,,,,,,,,,,,,,,,,,
501,4,7,2013,Mcomeau,,,,,21,I2,2,15,f,26,,,,,,,,,,,,,,,,,
502,4,7,2013,Mcomeau,,,,,21,I2,2,15,m,20,,,,,,,,,,,,,,,,,
503,4,7,2013,Mcomeau,,,,,21,I2,2,16,m,22,,,,,,,,,,,,,,,,,
504,4,7,2013,Mcomeau,,,,,21,I2,2,16,m,20,,,,,,,,,,,,,,,,,
505,4,7,2013,Mcomeau,,,,,21,I2,2,16,m,20,,,,,,,,,,,,,,,,,
506,4,7,2013,Mcomeau,,,,,21,I2,2,16,m,25,,,,,,,,,,,,,,,,,
507,4,7,2013,Mcomeau,,,,,21,I2,2,17,f,27,,,,,,,,,,,,,,,,,
508,4,7,2013,Mcomeau,,,,,21,I2,2,17,m,65,,,,,,,,,,,,,,,,,
509,4,7,2013,Mcomeau,,,,,21,I2,2,18,f,32,,,,,,,,,,,,,,,,,
510,4,7,2013,Mcomeau,,,,,21,I2,2,18,m,25,,,,,,,,,,,,,,,,,
511,4,7,2013,Mcomeau,,,,,21,I2,2,18,m,24,,,,,,,,,,,,,,,,,
512,4,7,2013,Mcomeau,,,,,21,I2,2,18,f,45,,,,,,,,,,,,,,,,,
513,4,7,2013,Mcomeau,,,,,21,I2,2,18,i,18,,,,,,,,,,,,,,,,,
514,4,7,2013,Mcomeau,,,,,21,I2,2,18,m,48,,,,,,,,,,,,,,,,,
515,4,7,2013,Mcomeau,,,,,21,I2,2,18,i,19,,,,,,,,,,,,,,,,,
516,4,7,2013,Mcomeau,,,,,21,I2,2,18,i,19,,,,,,,,,,,,,,,,,
517,4,7,2013,Mcomeau,,,,,21,I2,2,19,i,19,,,,,,,,,,,,,,,,,
518,4,7,2013,Mcomeau,,,,,21,I2,2,19,m,48,,,,,,,,,,,,,,,,,
519,4,7,2013,Mcomeau,,,,,21,I2,2,19,m,33,,,,,,,,,,,,,,,,,
520,4,7,2013,Mcomeau,,,,,21,I2,2,19,f,75,,,,,,,,,,,,,,,,,
521,4,7,2013,Mcomeau,,,,,21,I2,2,19,f,24,,,,,,,,,,,,,,,,,
522,4,7,2013,Mcomeau,,,,,21,I2,2,19,f,33,,,,,,,,,,,,,,,,,
523,4,7,2013,Mcomeau,,,,,21,I2,2,19,m,35,,,,,,,,,,,,,,,,,
524,4,7,2013,Mcomeau,,,,,21,I2,2,19,f,29,,,,,,,,,,,,,,,,,
525,4,7,2013,Mcomeau,,,,,21,I2,2,20,m,45,,,,,,,,,,,,,,,,,
526,4,7,2013,Mcomeau,,,,,21,I2,2,20,f,70,,,,,,,,,,,,,,,,,
527,4,7,2013,Mcomeau,,,,,21,I2,2,20,m,22,,,,,,,,,,,,,,,,,
528,4,7,2013,Mcomeau,,,,,21,I2,2,20,i,19,,,,,,,,,,,,,,,,,
529,4,7,2013,Mcomeau,,,,,21,I2,2,20,f,25,,,,,,,,,,,,,,,,,
530,4,7,2013,Mcomeau,,,,,21,I2,2,20,i,12,,,,,,,,,,,,,,,,,
531,4,7,2013,Mcomeau,,,,,21,I2,2,20,f,26,,,,,,,,,,,,,,,,,
532,4,7,2013,Mcomeau,,,,,21,I2,2,20,f,31,,,,,,,,,,,,,,,,,
533,4,7,2013,Mcomeau,,,,,21,I2,2,20,f,23,,,,,,,,,,,,,,,,,
534,4,7,2013,Mcomeau,,,,,21,I2,2,20,m,20,,,,,,,,,,,,,,,,,
535,4,7,2013,Mcomeau,,,,,21,I2,2,20,f,27,,,,,,,,,,,,,,,,,
536,4,7,2013,Mcomeau,,,,,21,I2,2,20,i,15,,,,,,,,,,,,,,,,,
537,4,7,2013,Mcomeau,,,,,21,I2,2,20,i,15,,,,,,,,,,,,,,,,,
538,4,7,2013,Mcomeau,,,,,21,I2,2,20,f,26,,,,,,,,,,,,,,,,,
539,4,7,2013,Bcomeau,,,,,21,I2,2,1,f,55,,,,,,,,,,,,,,,,,
540,4,7,2013,Bcomeau,,,,,21,I2,2,1,b3,95,,,,,,,,,,,,,,,,,
541,4,7,2013,Bcomeau,,,,,21,I2,2,1,f,20,,,,,,,,,,,,,,,,,
542,4,7,2013,Bcomeau,,,,,21,I2,2,1,i,12,,,,,,,,,,,,,,,,,
543,4,7,2013,Bcomeau,,,,,21,I2,2,1,i,18,,,,,,,,,,,,,,,,,
544,4,7,2013,Bcomeau,,,,,21,I2,2,1,i,13,,,,,,,,,,,,,,,,,
545,4,7,2013,Bcomeau,,,,,21,I2,2,1,f,27,,,,,,,,,,,,,,,,,
546,4,7,2013,Bcomeau,,,,,21,I2,2,1,i,14,,,,,,,,,,,,,,,,,
547,4,7,2013,Bcomeau,,,,,21,I2,2,1,f,58,,,,,,,,,,,,,,,,,
548,4,7,2013,Bcomeau,,,,,21,I2,2,1,i,12,,,,,,,,,,,,,,,,,
549,4,7,2013,Bcomeau,,,,,21,I2,2,1,m,50,,,,,,,,,,,,,,,,,
550,4,7,2013,Bcomeau,,,,,21,I2,2,1,f,27,,,,,,,,,,,,,,,,,
551,4,7,2013,Bcomeau,,,,,21,I2,2,1,i,17,,,,,,,,,,,,,,,,,
552,4,7,2013,Bcomeau,,,,,21,I2,2,1,m,22,,,,,,,,,,,,,,,,,
